date,start_time,comp,round,dayofweek,venue,result,goals_for,goals_against,opponent,xg_for,xg_against,possession,attendance,captain,formation,referee,match_report,Notes
2020-12-13,12:00 (05:00),Premier League,Matchweek 12,Sun,Away,L,0,3,Southampton,0.3,2.0,33,"2,000",Billy Sharp,5-3-2,Andy Madley,Match Report,
2020-12-17,20:00 (13:00),Premier League,Matchweek 13,Thu,Home,L,2,3,Manchester Utd,1.5,1.9,40,,John Egan,5-3-2,Michael Oliver,Match Report,
2020-12-20,12:00 (05:00),Premier League,Matchweek 14,Sun,Away,D,1,1,Brighton,0.5,2.8,27,,John Egan,5-3-2,Peter Bankes,Match Report,
2020-12-26,20:00 (13:00),Premier League,Matchweek 15,Sat,Home,L,0,1,Everton,1.4,0.7,44,,John Egan,3-4-3,David Coote,Match Report,
2020-12-29,18:00 (11:00),Premier League,Matchweek 16,Tue,Away,L,0,1,Burnley,0.7,1.0,63,,John Egan,3-4-3,Chris Kavanagh,Match Report,
2021-01-02,15:00 (08:00),Premier League,Matchweek 17,Sat,Away,L,0,2,Crystal Palace,0.4,0.6,56,,John Egan,3-5-2,Stuart Attwell,Match Report,
2021-01-09,15:00 (08:00),FA Cup,Third round proper,Sat,Away,W,3,2,Bristol Rovers,,,51,,John Egan,3-5-2,Keith Stroud,Match Report,
2021-01-12,18:00 (11:00),Premier League,Matchweek 18,Tue,Home,W,1,0,Newcastle Utd,2.1,0.6,65,,John Egan,3-5-2,Andy Madley,Match Report,
2021-01-17,14:00 (07:00),Premier League,Matchweek 19,Sun,Home,L,1,3,Tottenham,0.9,1.0,43,,John Egan,3-5-2,Andre Marriner,Match Report,
2021-01-23,15:00 (08:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Plymouth Argyle,,,57,,Billy Sharp,3-5-2,Lee Mason,Match Report,
2021-01-27,20:15 (13:15),Premier League,Matchweek 20,Wed,Away,W,2,1,Manchester Utd,1.0,1.1,25,,Billy Sharp,3-5-2,Peter Bankes,Match Report,
2021-01-30,15:00 (08:00),Premier League,Matchweek 21,Sat,Away,L,0,1,Manchester City,0.2,1.5,25,,John Egan,5-3-2,David Coote,Match Report,
2021-02-02,18:00 (11:00),Premier League,Matchweek 22,Tue,Home,W,2,1,West Brom,1.3,1.6,68,,Billy Sharp,3-5-2,Paul Tierney,Match Report,
2021-02-07,19:15 (12:15),Premier League,Matchweek 23,Sun,Home,L,1,2,Chelsea,0.6,1.6,32,,John Egan,3-5-2,Kevin Friend,Match Report,
2021-02-10,19:30 (12:30),FA Cup,Fifth round proper,Wed,Home,W,1,0,Bristol City,,,63,,Billy Sharp,3-4-1-2,Robert Jones,Match Report,
2021-02-15,18:00 (11:00),Premier League,Matchweek 24,Mon,Away,L,0,3,West Ham,0.7,1.9,54,,Billy Sharp,3-5-2,Simon Hooper,Match Report,
2021-02-20,20:00 (13:00),Premier League,Matchweek 25,Sat,Away,L,0,1,Fulham,0.9,1.2,36,,Billy Sharp,3-5-2,Martin Atkinson,Match Report,
2021-02-28,19:15 (12:15),Premier League,Matchweek 26,Sun,Home,L,0,2,Liverpool,0.7,2.7,40,,David McGoldrick,3-5-2,Jonathan Moss,Match Report,
,,,,,,,,,,,,,,,,,,
2021-03-03,18:00 (11:00),Premier League,Matchweek 29,Wed,Home,W,1,0,Aston Villa,0.9,2.3,28,,David McGoldrick,3-5-2,Robert Jones,Match Report,
2021-03-06,15:00 (08:00),Premier League,Matchweek 27,Sat,Home,L,0,2,Southampton,0.7,1.9,51,,David McGoldrick,3-5-2,Paul Tierney,Match Report,
2021-03-14,14:00 (07:00),Premier League,Matchweek 28,Sun,Away,L,0,5,Leicester City,0.1,4.0,29,,Billy Sharp,3-5-2,Peter Bankes,Match Report,
2021-03-21,13:30 (06:30),FA Cup,Quarter-finals,Sun,Away,L,0,2,Chelsea,,,37,,David McGoldrick,3-5-2,Andy Madley,Match Report,
2021-04-03,15:00 (07:00),Premier League,Matchweek 30,Sat,Away,L,1,2,Leeds United,1.1,2.4,46,,David McGoldrick,3-5-2,Graham Scott,Match Report,
2021-04-11,19:00 (11:00),Premier League,Matchweek 31,Sun,Home,L,0,3,Arsenal,0.3,1.7,45,,John Egan,3-5-2,Peter Bankes,Match Report,
2021-04-17,20:15 (12:15),Premier League,Matchweek 32,Sat,Away,L,0,1,Wolves,0.5,1.1,52,,John Egan,3-4-3,Robert Jones,Match Report,
2021-04-24,20:00 (12:00),Premier League,Matchweek 33,Sat,Home,W,1,0,Brighton,0.7,2.0,32,,John Egan,3-4-1-2,Kevin Friend,Match Report,
2021-05-02,19:15 (11:15),Premier League,Matchweek 34,Sun,Away,L,0,4,Tottenham,0.5,2.2,34,,John Egan,3-4-1-2,Andre Marriner,Match Report,
2021-05-08,15:00 (07:00),Premier League,Matchweek 35,Sat,Home,L,0,2,Crystal Palace,0.7,2.0,50,,John Egan,3-5-2,Simon Hooper,Match Report,
2021-05-16,19:00 (11:00),Premier League,Matchweek 36,Sun,Away,W,1,0,Everton,1.2,1.4,38,,John Egan,3-4-3,Jonathan Moss,Match Report,
2021-05-19,18:00 (10:00),Premier League,Matchweek 37,Wed,Away,L,0,1,Newcastle Utd,0.9,1.6,49,"10,000",John Egan,3-4-3,Robert Jones,Match Report,
2021-05-23,16:00 (08:00),Premier League,Matchweek 38,Sun,Home,W,1,0,Burnley,0.5,1.1,43,"5,000",John Egan,3-4-3,Kevin Friend,Match Report,
2021-08-07,20:00 (12:00),Championship,Matchweek 1,Sat,Home,L,0,1,Birmingham City,0.9,1.1,74,"29,043",John Egan,4-4-2,Tim Robinson,Match Report,
2021-08-10,19:45 (11:45),EFL Cup,First round,Tue,Home,W,1,0,Carlisle United,,,69,"6,778",Billy Sharp,3-4-3,James Oldham,Match Report,
2021-08-14,20:00 (12:00),Championship,Matchweek 2,Sat,Away,D,0,0,Swansea City,0.8,0.4,38,"15,946",Billy Sharp,4-2-3-1,Keith Stroud,Match Report,
2021-08-18,20:00 (12:00),Championship,Matchweek 3,Wed,Away,L,0,4,West Brom,0.8,3.2,65,"23,113",Billy Sharp,4-3-3,Matt Donohue,Match Report,
2021-08-21,15:00 (07:00),Championship,Matchweek 4,Sat,Home,L,1,2,Huddersfield,0.8,1.1,70,"28,036",John Egan,3-5-2,Michael Salisbury,Match Report,
2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Home,W,2,1,Derby County,,,49,"7,973",David McGoldrick,3-5-2,Anthony Backhouse,Match Report,
2021-08-28,15:00 (07:00),Championship,Matchweek 5,Sat,Away,D,0,0,Luton Town,0.7,1.0,67,"9,774",Billy Sharp,3-5-2,Andrew Davies,Match Report,
2021-09-11,15:00 (07:00),Championship,Matchweek 6,Sat,Home,W,6,2,P'borough Utd,4.0,1.7,68,"27,359",Billy Sharp,4-2-3-1,Steve Martin,Match Report,
2021-09-14,19:45 (11:45),Championship,Matchweek 7,Tue,Home,D,2,2,Preston,1.8,1.5,62,"25,463",Billy Sharp,4-2-3-1,Geoff Eltringham,Match Report,
2021-09-18,12:30 (04:30),Championship,Matchweek 8,Sat,Away,W,3,1,Hull City,2.3,1.5,60,"14,451",Billy Sharp,4-2-3-1,Dean Whitestone,Match Report,
2021-09-21,19:45 (11:45),EFL Cup,Third round,Tue,Home,D,2 (2),2 (4),Southampton,,,44,"8,934",Oliver Norwood,4-2-3-1,John Brooks,Match Report,Southampton won on penalty kicks following extra time
2021-09-25,15:00 (07:00),Championship,Matchweek 9,Sat,Home,W,1,0,Derby County,2.7,0.8,68,"27,905",Oliver Norwood,4-2-3-1,David Webb,Match Report,
2021-09-28,19:45 (11:45),Championship,Matchweek 10,Tue,Away,L,0,2,Middlesbrough,1.3,0.5,64,"19,390",Billy Sharp,4-2-3-1,James Linington,Match Report,
2021-10-02,15:00 (07:00),Championship,Matchweek 11,Sat,Away,L,1,2,Bournemouth,1.2,1.9,61,"9,349",Billy Sharp,4-2-3-1,Robert Jones,Match Report,
2021-10-16,15:00 (07:00),Championship,Matchweek 12,Sat,Home,W,2,1,Stoke City,2.4,1.1,53,"28,576",Billy Sharp,4-2-3-1,Keith Stroud,Match Report,
2021-10-19,19:45 (11:45),Championship,Matchweek 13,Tue,Home,L,1,2,Millwall,2.5,1.5,59,"25,345",Billy Sharp,4-2-3-1,Matt Donohue,Match Report,
2021-10-24,12:30 (04:30),Championship,Matchweek 14,Sun,Away,W,3,2,Barnsley,1.2,0.8,60,"15,720",John Egan,4-2-3-1,Gavin Ward,Match Report,
2021-10-30,15:00 (07:00),Championship,Matchweek 15,Sat,Home,L,0,1,Blackpool,1.4,0.3,58,"28,304",John Egan,4-4-1-1,Tony Harrington,Match Report,
2021-11-02,19:45 (12:45),Championship,Matchweek 16,Tue,Away,D,1,1,Nott'ham Forest,0.6,1.2,56,"25,238",John Egan,4-2-3-1,Leigh Doughty,Match Report,
2021-11-06,15:00 (08:00),Championship,Matchweek 17,Sat,Away,L,1,3,Blackburn,1.6,2.5,61,"17,291",John Egan,4-2-3-1,Oliver Langford,Match Report,
2021-11-20,12:30 (05:30),Championship,Matchweek 18,Sat,Home,D,0,0,Coventry City,1.1,0.6,56,"28,075",Billy Sharp,3-4-3,Michael Salisbury,Match Report,
2021-11-23,20:00 (13:00),Championship,Matchweek 19,Tue,Away,W,1,0,Reading,1.0,0.5,54,"10,247",John Egan,3-4-3,Andrew Davies,Match Report,
2021-11-28,12:30 (05:30),Championship,Matchweek 20,Sun,Home,W,2,0,Bristol City,1.8,0.6,64,"25,615",John Egan,3-4-3,Geoff Eltringham,Match Report,
2021-12-04,15:00 (08:00),Championship,Matchweek 21,Sat,Away,W,3,2,Cardiff City,2.9,0.9,62,"18,310",Billy Sharp,3-4-3,John Busby,Match Report,
2021-12-20,19:45 (12:45),Championship,Matchweek 23,Mon,Away,W,1,0,Fulham,0.1,1.1,29,"17,308",Billy Sharp,3-4-1-2,James Linington,Match Report,
2022-01-09,14:00 (07:00),FA Cup,Third round proper,Sun,Away,L,0,3,Wolves,,,50,"27,004",Billy Sharp,5-3-2,Paul Tierney,Match Report,
2022-01-15,15:00 (08:00),Championship,Matchweek 27,Sat,Away,L,0,2,Derby County,0.9,0.4,55,"24,597",Billy Sharp,3-4-1-2,Graham Scott,Match Report,
2022-01-18,19:45 (12:45),Championship,Matchweek 24,Tue,Away,D,2,2,Preston,2.4,2.2,61,"12,954",Billy Sharp,3-4-1-2,David Webb,Match Report,
2022-01-22,15:00 (08:00),Championship,Matchweek 28,Sat,Home,W,2,0,Luton Town,2.3,0.4,65,"27,780",Billy Sharp,3-4-1-2,Steve Martin,Match Report,
2022-01-29,17:30 (10:30),Championship,Matchweek 29,Sat,Away,W,2,0,P'borough Utd,2.1,0.2,58,"10,152",Billy Sharp,3-4-1-2,Dean Whitestone,Match Report,
,,,,,,,,,,,,,,,,,,
2022-02-04,19:45 (12:45),Championship,Matchweek 30,Fri,Away,W,2,1,Birmingham City,1.3,0.5,53,"17,194",Billy Sharp,3-5-2,Keith Stroud,Match Report,
2022-02-09,19:45 (12:45),Championship,Matchweek 31,Wed,Home,W,2,0,West Brom,1.7,0.8,57,"26,541",Billy Sharp,3-4-3,Leigh Doughty,Match Report,
2022-02-12,12:30 (05:30),Championship,Matchweek 32,Sat,Away,D,0,0,Huddersfield,1.0,0.9,50,"17,523",Billy Sharp,3-4-1-2,James Linington,Match Report,
2022-02-15,19:45 (12:45),Championship,Matchweek 25,Tue,Home,D,0,0,Hull City,2.0,0.7,70,"27,601",John Egan,3-4-3,Oliver Langford,Match Report,
2022-02-19,15:00 (08:00),Championship,Matchweek 33,Sat,Home,W,4,0,Swansea City,1.8,0.2,39,"26,564",Billy Sharp,3-4-3,David Webb,Match Report,
2022-02-23,19:45 (12:45),Championship,Matchweek 34,Wed,Home,W,1,0,Blackburn,2.0,1.3,51,"26,495",Billy Sharp,3-4-3,Matt Donohue,Match Report,
2022-02-26,15:00 (08:00),Championship,Matchweek 35,Sat,Away,L,0,1,Millwall,0.7,0.5,61,"14,638",Billy Sharp,3-4-1-2,Michael Salisbury,Match Report,
2022-03-04,19:45 (12:45),Championship,Matchweek 36,Fri,Home,D,1,1,Nott'ham Forest,0.8,2.1,50,"28,841",Billy Sharp,3-5-2,Joshua Smith,Match Report,
2022-03-08,19:45 (12:45),Championship,Matchweek 26,Tue,Home,W,4,1,Middlesbrough,2.9,2.0,45,"28,994",Billy Sharp,3-5-2,Tim Robinson,Match Report,
2022-03-12,15:00 (08:00),Championship,Matchweek 37,Sat,Away,L,1,4,Coventry City,1.5,5.4,52,"21,732",Billy Sharp,3-5-2,Jeremy Simpson,Match Report,
2022-03-16,19:45 (12:45),Championship,Matchweek 38,Wed,Away,D,0,0,Blackpool,0.6,1.1,51,"11,915",Billy Sharp,3-4-3,Geoff Eltringham,Match Report,
2022-03-19,12:30 (05:30),Championship,Matchweek 39,Sat,Home,W,2,0,Barnsley,2.6,0.9,53,"28,515",Billy Sharp,3-5-2,Steve Martin,Match Report,
2022-04-02,15:00 (07:00),Championship,Matchweek 40,Sat,Away,L,0,1,Stoke City,0.9,0.8,57,"22,631",John Egan,3-5-1-1,David Webb,Match Report,
2022-04-05,19:45 (11:45),Championship,Matchweek 22,Tue,Home,W,1,0,QPR,0.9,1.0,45,"26,488",John Egan,3-5-2,Darren Bond,Match Report,
2022-04-09,12:45 (04:45),Championship,Matchweek 41,Sat,Home,D,0,0,Bournemouth,1.2,0.4,50,"26,769",John Egan,3-5-2,Dean Whitestone,Match Report,
2022-04-15,15:00 (07:00),Championship,Matchweek 42,Fri,Home,L,1,2,Reading,1.8,1.3,68,"29,125",John Egan,3-4-3,Gavin Ward,Match Report,
2022-04-18,17:30 (09:30),Championship,Matchweek 43,Mon,Away,D,1,1,Bristol City,1.6,1.3,67,"18,934",John Egan,3-5-2,Keith Stroud,Match Report,
2022-04-23,15:00 (07:00),Championship,Matchweek 44,Sat,Home,W,1,0,Cardiff City,1.0,0.6,55,"26,802",John Egan,3-4-3,Oliver Langford,Match Report,
2022-04-29,19:45 (11:45),Championship,Matchweek 45,Fri,Away,W,3,1,QPR,3.0,0.7,54,"15,824",John Egan,3-4-3,Peter Bankes,Match Report,
2022-05-07,12:30 (04:30),Championship,Matchweek 46,Sat,Home,W,4,0,Fulham,1.9,0.7,35,"30,813",John Egan,3-4-1-2,Joshua Smith,Match Report,
2022-05-14,15:00 (07:00),Championship,Semi-finals,Sat,Home,L,1,2,Nott'ham Forest,1.1,2.7,59,"30,225",John Egan,3-4-1-2,Andre Marriner,Match Report,Leg 1 of 2
2022-05-17,19:45 (11:45),Championship,Semi-finals,Tue,Away,W,2 (2),1 (3),Nott'ham Forest,2.8,1.8,52,"29,015",John Egan,3-4-1-2,Michael Oliver,Match Report,Leg 2 of 2; Nott'ham Forest won; Nott'ham Forest won on penalty kicks following extra time
2022-08-01,20:00 (12:00),Championship,Matchweek 1,Mon,Away,L,0,1,Watford,0.2,1.1,47,"19,536",John Egan,3-4-1-2,Joshua Smith,Match Report,
2022-08-06,15:00 (07:00),Championship,Matchweek 2,Sat,Home,W,2,0,Millwall,2.4,1.1,52,"27,738",John Egan,3-4-3,David Coote,Match Report,
2022-08-11,20:00 (12:00),EFL Cup,First round,Thu,Away,L,0,1,West Brom,,,48,"6,747",John Egan,4-3-1-2,David Webb,Match Report,
2022-08-14,14:00 (06:00),Championship,Matchweek 3,Sun,Away,D,2,2,Middlesbrough,0.5,1.7,44,"26,056",Billy Sharp,3-5-2,Andre Marriner,Match Report,
2022-08-17,20:00 (12:00),Championship,Matchweek 4,Wed,Home,W,2,1,Sunderland,2.1,0.2,60,"28,197",John Egan,3-4-1-2,James Linington,Match Report,
2022-08-20,15:00 (07:00),Championship,Matchweek 5,Sat,Home,W,3,0,Blackburn,3.3,0.1,56,"27,850",John Egan,3-5-2,Leigh Doughty,Match Report,
2022-08-26,20:00 (12:00),Championship,Matchweek 6,Fri,Away,D,1,1,Luton Town,0.7,1.0,55,"9,882",John Egan,3-5-2,David Webb,Match Report,
2022-08-30,19:45 (11:45),Championship,Matchweek 7,Tue,Home,W,4,0,Reading,2.0,0.1,57,"27,810",John Egan,3-5-2,Gavin Ward,Match Report,
2022-09-04,15:00 (07:00),Championship,Matchweek 8,Sun,Away,W,2,0,Hull City,0.9,1.0,46,"20,426",John Egan,3-5-2,Matt Donohue,Match Report,
2022-09-13,19:45 (11:45),Championship,Matchweek 10,Tue,Away,W,1,0,Swansea City,1.0,1.3,50,"15,458",John Egan,3-5-2,Darren Bond,Match Report,
2022-09-17,15:00 (07:00),Championship,Matchweek 11,Sat,Away,W,2,0,Preston,1.7,1.1,43,"18,412",John Egan,3-5-2,Jeremy Simpson,Match Report,
2022-10-01,15:00 (07:00),Championship,Matchweek 12,Sat,Home,D,1,1,Birmingham City,0.9,0.7,59,"29,927",John Egan,3-5-2,Darren Bond,Match Report,
2022-10-04,19:45 (11:45),Championship,Matchweek 13,Tue,Home,L,0,1,QPR,1.1,1.0,64,"26,636",John Egan,3-5-2,James Linington,Match Report,
2022-10-08,15:00 (07:00),Championship,Matchweek 14,Sat,Away,L,1,3,Stoke City,0.8,1.4,47,"22,008",John Egan,4-3-1-2,Peter Bankes,Match Report,
2022-10-15,15:00 (07:00),Championship,Matchweek 15,Sat,Home,D,3,3,Blackpool,3.3,1.2,63,"28,458",Billy Sharp,3-5-1-1,David Webb,Match Report,
2022-10-19,19:45 (11:45),Championship,Matchweek 16,Wed,Away,L,0,1,Coventry City,1.1,1.3,52,"17,913",John Egan,3-5-1-1,Keith Stroud,Match Report,
2022-10-22,15:00 (07:00),Championship,Matchweek 17,Sat,Home,D,2,2,Norwich City,2.9,1.4,54,"30,035",Billy Sharp,3-4-1-2,Joshua Smith,Match Report,
2022-10-29,12:30 (04:30),Championship,Matchweek 18,Sat,Away,W,2,0,West Brom,1.3,0.9,36,"22,270",John Egan,3-5-1-1,Dean Whitestone,Match Report,
2022-11-01,20:00 (13:00),Championship,Matchweek 19,Tue,Away,W,1,0,Bristol City,0.9,1.5,44,"17,437",Billy Sharp,3-4-1-2,Stephen Martin,Match Report,
2022-11-05,12:30 (05:30),Championship,Matchweek 20,Sat,Home,W,5,2,Burnley,4.0,1.2,43,"28,924",John Egan,3-4-1-2,Darren Bond,Match Report,
2022-11-08,19:45 (12:45),Championship,Matchweek 9,Tue,Home,L,0,1,Rotherham Utd,1.0,0.6,66,"30,700",John Egan,3-5-2,Keith Stroud,Match Report,
2022-11-12,15:00 (08:00),Championship,Matchweek 21,Sat,Away,W,1,0,Cardiff City,0.9,0.9,50,"18,700",Billy Sharp,3-5-2,Matt Donohue,Match Report,
2022-12-10,15:00 (08:00),Championship,Matchweek 22,Sat,Home,W,1,0,Huddersfield,1.5,0.2,60,"27,794",Billy Sharp,3-4-1-2,Darren Bond,Match Report,
2022-12-19,20:00 (13:00),Championship,Matchweek 23,Mon,Away,W,2,1,Wigan Athletic,1.0,1.0,35,"11,556",Billy Sharp,3-4-1-2,Dean Whitestone,Match Report,
2022-12-26,15:00 (08:00),Championship,Matchweek 24,Mon,Home,W,3,1,Coventry City,2.1,1.5,45,"29,651",Billy Sharp,3-4-1-2,Matt Donohue,Match Report,
2022-12-29,20:15 (13:15),Championship,Matchweek 25,Thu,Away,W,2,1,Blackpool,1.0,1.4,44,"4,395",Billy Sharp,3-5-2,Peter Bankes,Match Report,
2023-01-02,20:00 (13:00),Championship,Matchweek 26,Mon,Away,D,1,1,QPR,1.4,1.2,56,"14,151",Billy Sharp,3-5-2,Joshua Smith,Match Report,
2023-01-07,15:00 (08:00),FA Cup,Third round proper,Sat,Away,W,2,0,Millwall,,,52,"7,268",John Egan,3-5-2,John Brooks,Match Report,
2023-01-14,15:00 (08:00),Championship,Matchweek 27,Sat,Home,W,3,1,Stoke City,1.1,0.4,44,"29,644",Billy Sharp,3-5-2,Michael Salisbury,Match Report,
2023-01-20,19:45 (12:45),Championship,Matchweek 28,Fri,Home,W,1,0,Hull City,1.9,0.7,48,"29,271",John Egan,3-5-2,Darren Bond,Match Report,
,,,,,,,,,,,,,,,,,,
2023-01-29,16:30 (09:30),FA Cup,Fourth round proper,Sun,Away,D,3,3,Wrexham,,,49,"9,949",John Egan,3-5-2,Dean Whitestone,Match Report,
2023-02-04,12:30 (05:30),Championship,Matchweek 30,Sat,Away,D,0,0,Rotherham Utd,1.1,0.4,62,"11,485",John Egan,3-5-2,Graham Scott,Match Report,
2023-02-07,19:45 (12:45),FA Cup,Fourth round proper,Tue,Home,W,3,1,Wrexham,,,65,"20,310",Billy Sharp,3-5-2,Leigh Doughty,Match Report,
2023-02-11,15:00 (08:00),Championship,Matchweek 31,Sat,Home,W,3,0,Swansea City,2.1,0.7,43,"27,800",Billy Sharp,3-5-2,Matt Donohue,Match Report,
2023-02-15,20:00 (13:00),Championship,Matchweek 32,Wed,Home,L,1,3,Middlesbrough,1.9,1.7,49,"29,084",John Egan,3-5-2,Andre Marriner,Match Report,
2023-02-18,12:30 (05:30),Championship,Matchweek 33,Sat,Away,L,2,3,Millwall,1.6,1.8,50,"15,571",John Egan,3-5-2,Steve Martin,Match Report,
2023-02-25,15:00 (08:00),Championship,Matchweek 34,Sat,Home,W,1,0,Watford,1.3,1.2,45,"29,132",John Egan,3-5-2,Keith Stroud,Match Report,
2023-03-01,19:55 (12:55),FA Cup,Fifth round proper,Wed,Home,W,1,0,Tottenham,,,47,"28,308",Billy Sharp,3-5-1-1,John Brooks,Match Report,
2023-03-04,12:30 (05:30),Championship,Matchweek 35,Sat,Away,L,0,1,Blackburn,1.3,0.9,54,"16,464",John Egan,3-5-2,Joshua Smith,Match Report,
2023-03-07,20:00 (13:00),Championship,Matchweek 29,Tue,Away,W,1,0,Reading,1.4,0.5,55,"9,897",John Egan,3-5-2,Dean Whitestone,Match Report,
2023-03-11,15:00 (08:00),Championship,Matchweek 36,Sat,Home,L,0,1,Luton Town,0.7,0.5,59,"28,006",John Egan,3-5-2,Leigh Doughty,Match Report,
2023-03-15,20:00 (13:00),Championship,Matchweek 37,Wed,Away,W,2,1,Sunderland,1.0,0.8,46,"37,490",John Egan,3-5-2,Matt Donohue,Match Report,
2023-03-19,12:00 (05:00),FA Cup,Quarter-finals,Sun,Home,W,3,2,Blackburn,,,61,"25,814",John Egan,3-4-3,Tim Robinson,Match Report,
2023-04-01,15:00 (07:00),Championship,Matchweek 39,Sat,Away,W,1,0,Norwich City,1.0,0.3,47,"26,801",John Egan,3-4-3,Darren Bond,Match Report,
2023-04-07,15:00 (07:00),Championship,Matchweek 40,Fri,Home,W,1,0,Wigan Athletic,3.3,1.2,55,"29,026",Billy Sharp,3-4-3,Andrew Davies,Match Report,
2023-04-10,20:00 (12:00),Championship,Matchweek 41,Mon,Away,L,0,2,Burnley,0.4,1.4,29,"21,506",John Egan,3-5-2,Michael Salisbury,Match Report,
2023-04-15,12:30 (04:30),Championship,Matchweek 42,Sat,Home,W,4,1,Cardiff City,3.0,1.6,55,"27,768",John Egan,3-4-3,David Webb,Match Report,
2023-04-18,19:45 (11:45),Championship,Matchweek 43,Tue,Home,W,1,0,Bristol City,1.2,0.3,50,"26,476",John Egan,3-5-2,Geoff Eltringham,Match Report,
2023-04-22,16:45 (08:45),FA Cup,Semi-finals,Sat,Neutral,L,0,3,Manchester City,,,22,"69,603",John Egan,3-5-2,Stuart Attwell,Match Report,
2023-04-26,20:00 (12:00),Championship,Matchweek 38,Wed,Home,W,2,0,West Brom,1.3,0.6,52,"30,050",John Egan,3-5-2,Dean Whitestone,Match Report,
2023-04-29,15:00 (07:00),Championship,Matchweek 45,Sat,Home,W,4,1,Preston,2.4,1.9,54,"30,780",Billy Sharp,3-5-2,Stephen Martin,Match Report,
2023-05-04,19:45 (11:45),Championship,Matchweek 44,Thu,Away,L,0,1,Huddersfield,0.8,0.5,68,"20,172",John Egan,3-4-3,John Busby,Match Report,
2023-05-08,15:00 (07:00),Championship,Matchweek 46,Mon,Away,W,2,1,Birmingham City,3.1,0.8,59,"18,853",John Egan,3-4-3,David Webb,Match Report,
2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,L,0,1,Crystal Palace,0.5,1.9,32,"31,194",John Egan,3-4-3,John Brooks,Match Report,
2023-08-18,19:45 (11:45),Premier League,Matchweek 2,Fri,Away,L,1,2,Nott'ham Forest,0.5,1.4,50,"29,432",John Egan,3-4-3,Peter Bankes,Match Report,
2023-08-27,14:00 (06:00),Premier League,Matchweek 3,Sun,Home,L,1,2,Manchester City,0.7,3.5,21,"31,336",John Egan,3-5-2,Jarred Gillett,Match Report,
2023-08-30,19:45 (11:45),EFL Cup,Second round,Wed,Home,D,0 (2),0 (3),Lincoln City,,,72,"11,040",John Egan,3-5-2,Paul Tierney,Match Report,Lincoln City won on penalty kicks following normal time
2023-09-02,12:30 (04:30),Premier League,Matchweek 4,Sat,Home,D,2,2,Everton,1.2,2.5,46,"31,124",John Egan,3-5-2,Andy Madley,Match Report,
2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,L,1,2,Tottenham,0.7,2.1,30,"61,706",Chris Basham,3-5-2,Peter Bankes,Match Report,
2023-09-24,16:30 (08:30),Premier League,Matchweek 6,Sun,Home,L,0,8,Newcastle Utd,0.9,3.9,42,"31,127",John Egan,3-4-3,Stuart Attwell,Match Report,
2023-09-30,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,West Ham,1.1,2.1,48,"62,459",John Egan,3-5-2,Graham Scott,Match Report,
2023-10-07,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,L,1,3,Fulham,0.6,2.2,40,"24,361",Chris Basham,3-5-2,Samuel Barrott,Match Report,
2023-10-21,20:00 (12:00),Premier League,Matchweek 9,Sat,Home,L,1,2,Manchester Utd,1.4,1.1,38,"31,543",Oliver Norwood,4-4-2,Michael Oliver,Match Report,
2023-10-28,15:00 (07:00),Premier League,Matchweek 10,Sat,Away,L,0,5,Arsenal,0.0,2.8,33,"60,153",Oliver Norwood,4-4-2,Tim Robinson,Match Report,
2023-11-04,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,1,Wolves,1.0,1.2,39,"29,454",Oliver Norwood,3-4-1-2,Robert Jones,Match Report,
2023-11-12,14:00 (07:00),Premier League,Matchweek 12,Sun,Away,D,1,1,Brighton,1.1,1.5,39,"31,367",Oliver Norwood,3-4-3,John Brooks,Match Report,
2023-11-25,15:00 (08:00),Premier League,Matchweek 13,Sat,Home,L,1,3,Bournemouth,0.8,2.9,46,"30,208",Oliver Norwood,3-4-3,Andy Madley,Match Report,
2023-12-02,15:00 (08:00),Premier League,Matchweek 14,Sat,Away,L,0,5,Burnley,0.4,1.8,37,"21,478",Oliver Norwood,3-4-3,Chris Kavanagh,Match Report,
2023-12-06,19:30 (12:30),Premier League,Matchweek 15,Wed,Home,L,0,2,Liverpool,1.0,1.7,25,"31,406",Anel Ahmedhodžić,3-4-3,Simon Hooper,Match Report,
2023-12-09,15:00 (08:00),Premier League,Matchweek 16,Sat,Home,W,1,0,Brentford,0.8,0.6,41,"28,509",Anel Ahmedhodžić,4-1-4-1,Stuart Attwell,Match Report,
2023-12-16,15:00 (08:00),Premier League,Matchweek 17,Sat,Away,L,0,2,Chelsea,0.4,3.1,22,"39,599",Anel Ahmedhodžić,4-1-4-1,Andy Madley,Match Report,
2023-12-22,20:00 (13:00),Premier League,Matchweek 18,Fri,Away,D,1,1,Aston Villa,0.6,0.9,23,,Jack Robinson,3-4-3,Anthony Taylor,Match Report,
2023-12-26,15:00 (08:00),Premier League,Matchweek 19,Tue,Home,L,2,3,Luton Town,2.4,0.6,51,"31,041",Anel Ahmedhodžić,4-4-2,Samuel Allison,Match Report,
